project_id,repo_url,resolved_commit,has_ci,has_tests,has_docker,has_docs,has_audit,has_lintfmt,onchain_runtime,has_contracts,dep_consensus,dep_crosschain,dep_zkcrypto,dep_contract,dep_frontend,n_pallets,n_extrinsics,n_storage,n_events,n_ink_msgs,n_sol_funcs,n_contracts_def,n_rpc,n_exports,n_funcs,n_classes,n_routes,status
ink-analyzer,https://github.com/ink-analyzer/ink-analyzer,6e2488408f82e70a5794c2cf2b45dc231e8d7b90,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,326,0,155,0,0,0,0,0,OK
ink-analyzer-phase,https://github.com/ink-analyzer/ink-analyzer,9d0122863b9060234299e9ac6fc633ec82aa6c4d,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,475,0,224,0,0,0,0,0,OK
ink-boxes,https://github.com/nerdsince98/ink-boxes,a31e714b6fd04e60b04c66189360d77d64108029,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1542,0,456,0,9,24,0,0,OK
ink-explorer,https://github.com/blockcoders/ink-substrate-explorer-api,973488b773b9bfade66ee1c1a4aa20e38bf9fcac,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,55,57,30,2,OK
ink-pallet-benchmarking,https://github.com/Nikhil-Desai-Talentica/substrate-node-template-benchmarking,17be56bb0b3d3e209c97877854b7c2b8ed103513,1,0,1,1,0,1,1,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,OK
ink-playground,https://github.com/Zeeve-App/ink-playground,5bb6b61e067ea1b9ce17d099d994993e891437c1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,131,41,5,0,OK
inkscope-fuzzer,https://github.com/inkscopexyz/inkscope-fuzzer,b08eee70a3aaec656a6ed4a09e340fa99d53ce1a,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0,14,0,0,1,0,0,OK
ink-smart-contract-wizard,https://github.com/avirajkhare00/ink-wizard,b8be74a53122294e3a87df8300f84a9e00e90555,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,20,0,OK
Intersetellar-network-WP2,https://github.com/Interstellar-Network/lib_circuits,66d1a4ab44c2cf98030d95492f71cc845bd441b7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
Interstellar-Network,https://github.com/Interstellar-Network/api_garble,2feaee1be19a15ac81151bddc0a3cf254c0e1933,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
Interstellar-Network-WP2,https://github.com/Interstellar-Network/lib-garble-rs,a214782a7b3555d326ecb89e7d88994efe5768a0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
InvArch,https://github.com/InvArch/InvArch-Pallet-Library,cddb100b6b180dfdae7ba3ab310af71f7b4059c1,1,0,0,0,0,1,0,0,0,0,0,1,0,8,0,22,4,0,0,0,0,0,0,0,0,OK
invoice,https://github.com/gertt/Invoice,552c407cea71a5b2c09481d0a6a060f65e01b064,1,0,1,1,0,1,1,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,OK
ipfs_utilities,https://github.com/TDSoftware/substrate-ipfs,5e0a0744c7b510a68c899ba98d7e73f04f90e691,1,1,1,1,1,1,1,1,1,1,1,1,1,391,460,425,87,0,0,0,95,1,1,0,0,OK
iris,https://github.com/iridium-labs/iris-docs,34728a14f1750c457b1da89a733cd747a4ba19e7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
iris_followup,https://github.com/ideal-lab5/iris,ff95f2e811386f6231c441fafe3a1204ed82676b,1,0,1,1,0,1,1,0,1,0,0,1,0,18,0,39,9,0,0,0,3,0,0,0,0,OK
iris_milestone-delivery,https://github.com/iridium-labs/ui,4eddf19f80ff154ba0ab2ab7ad863126779069bf,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,20,2,0,OK
ismp-milestone-delivery,https://github.com/polytope-labs/ismp,da32de9b4550896fcca6dab59137dbeaae5fca13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
ISO8583,https://github.com/adit313/ISO8583-Blockchain-Integration-Plan,14dc4d34183a857831ad5a0df512703ae2d660d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
iso_8583_PoC,https://github.com/subclone/payment-processor,de62a9c391a98e1a2f94a44bca5e8300d6343b08,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,24,46,3,11,OK
Iunokit,https://github.com/Luno-lab/LunoKit,6862f28bd636f3e4b8a1e605d12615295bccb85e,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,309,272,105,0,OK
java-client,https://github.com/emeraldpay/polkaj,cfca4c8aee1e693e5d483691b1fdaf3e401b64ce,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,OK
java_client_mileston,https://github.com/emeraldpay/polkaj,95b5c7bb1d31ea17fc76c40f33c26b02a5550b25,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,207,0,OK
keysafe_network,https://github.com/keysafe-protocol/keysafe-app,7c93f7a72b7a8661fc378d08adb0b00456b34ccc,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
Knowledge-Oriented-Framework,https://github.com/mobr-ai/POnto,f618b934afbc3c92e54a9305dbe2b99976c4b320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,969,14,0,OK
Kodadot_assethub_nft_indexer,https://github.com/kodadot/stick,78f61d32f089f4906409152dd6002184ccc4b0f5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,247,136,0,OK
kodadot_atomic_swap_indexer,https://github.com/kodadot/stick,e8f46f4677b036b61a59cfa8bbdc90a788472a48,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,263,142,0,OK
konomi,https://github.com/konomi-network/cumulus,6635931263c463fdf1dfa74fe6d6102f5f261536,1,1,1,1,0,1,1,0,1,1,0,1,1,26,0,55,9,0,0,0,5,0,5,0,0,OK
KSM-embeddable-tip-or-donate-button,https://github.com/Shard-Labs/kusama-tips-widget,e2e1629ba77449c4141d5a7c1374cbd3874ba623,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,0,0,OK
kuma-wallet,https://github.com/blockcoders/kuma-wallet,76b8b4485d113c4f736476fa0a7e1534f2fa925a,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,285,517,120,0,OK
kylin-network,https://github.com/Kylin-Network/kylin-node,ba009a7c5403475b96c95f84624593d3b685f2b9,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
KZero,https://github.com/kzero-xyz/kzero,eadc7efa85a480b20a0456f7d14531ba2c241a33,0,1,1,0,0,1,0,0,1,0,1,0,0,2,4,2,1,0,0,0,0,0,0,0,0,OK
lastic,https://github.com/LasticXYZ/squid-sdk,f5d011645adad502c6a3faf327b3a5e08a4289dc,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,17,65,0,OK
lastic-price-simulator-milestione,https://github.com/LasticXYZ/price-simulation,78a08a98b46b722ce34e1d8c5bef7895d1a737f5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,10,0,OK
LedgerAssetsApp_G6_1,https://github.com/Zondax/ledger-statemint,1edaa1b776088d699890857395aab698a7003d05,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,OK
ledgerUpgrade,https://github.com/Zondax/ledger-polkadot,33e7840e830c937e88f7f88510cd4454823ac0ee,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,6,0,0,OK
liberland,https://github.com/liberland/liberland_substrate,65d9ba170a7204a623dd7f2c710fabe09f024a5a,1,1,1,1,1,1,1,1,1,1,1,1,1,31,44,67,12,0,0,0,0,3,16,0,0,OK
Libra,https://github.com/atscaletech/libra,367699b1bb13d888b3f4ae8c9d5586ce4ee1eda6,1,0,1,0,0,1,1,0,1,0,0,0,0,10,0,17,5,0,0,0,0,0,0,0,0,OK
LiisaPortfolioTracker,https://github.com/LiisaNFT/PolkadotNFTPortfolioTracker,91b3b01e664a48f2548cb00e1faed92a40470163,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,9466,446,7803,1,OK
lip_payments,https://github.com/virto-network/virto-node,73c2af347d320b5abd9e377867106d16314b1472,1,0,0,1,0,0,1,0,1,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,OK
load_balanced_endpoints_operations,https://github.com/geometry-labs/substrate-meta,e72efba8d47bd70b269d326ea34c9a7a5cdbb32b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
logion_wallet,https://github.com/logion-network/logion-wallet,32617dd228335e5ef5a47d0d5cfb8e7c3f3e7556,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,997,971,324,1,OK
lunie-governance_milestones-1,https://github.com/luniehq/lunie,d0d9fec4c3ab8f2cea7aa58ecf02125e7d57b936,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,264,654,37,10,OK
lunokit,https://github.com/Luno-lab/LunoKit,be5c713a42e099a6825e73c94c02c01de1a78a41,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,299,261,97,0,OK
MangoBOX,https://github.com/Mangoboxlabs/Mangoboxink,37b4d065b767a4f90c75b134fe7081cc1ed5bd96,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,416,0,103,0,12,38,0,0,OK
MangoSale,https://github.com/Mangoboxlabs/MangoSale,ac0b9cca21a6c92449e4aa86f50182e9ba9d68c2,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,363,0,96,0,15,41,1,0,OK
manta_network,https://github.com/Manta-Network/pallet-manta-dap,4c2da4562af3eb9093f65ac1fc05c7528876b64a,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,9,1,0,0,0,0,0,0,0,0,OK
massbit_route,https://github.com/massbitprotocol/massbitroute,736579909aefa80941e69e2550c76ba91e2daace,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
melodot,https://github.com/ZeroDAO/melodot,6a99ba5981d055dcbc487d865fffb5be06956e9b,1,0,1,1,0,1,1,0,1,0,0,0,0,7,11,7,2,0,0,0,6,0,0,0,0,OK
MeProtocol,https://github.com/Me-Protocol/rusty-protocol-v0.1,44e8efabd4b63bd100004a136e9c6e780c4e70cf,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,213,0,0,0,554,75,363,0,OK
merkle_tree,https://github.com/frisitano/merkle-tree-db,84ee5bfecb64d95ae4750032e840495c08cdc6d8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
migrationEase,https://github.com/Zondax/polkadot-web-migration,93f1ab8a6d28403d1aa06d63188c5d54f4b9865c,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,517,863,162,0,OK
mobile_dapp_connection,https://github.com/tesseract-one/Tesseract.rs,b4856f641bde4749129c4b48804c5077381309b0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
mobile-game-framework-millestone,https://github.com/creator-rs/creator,ece9d1f84816ef7420533fe35167cb1a5baca6c5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OK
multisignature_management_tool,https://github.com/itering/subscan-multisig-ui,30f83b4a4d9f0f060c46db103cee3125e8f0e487,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,71,79,2,0,OK
Multix-a-simple-UI-for-complex-multisigs,https://github.com/ChainSafe/Multix,81889ed1e986e34e2c534476e9af7c069e2ba99b,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5003,119,4267,0,OK
myriad_social,https://github.com/myriadsocial/myriad-node-parachain,3ab2927ad397fd14afd8d6280a65cc25331751fd,1,0,1,0,0,1,1,0,1,1,0,0,0,6,14,13,3,0,0,0,0,0,0,0,0,OK
native-bitcoin-vaults,https://github.com/hashed-io/native-bitcoin-vaults-UI,31800a2f526f378599f27244a7b9500f8fbefa09,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60,56,6,5,OK
NeuroZK,https://github.com/Cyborg-Network/cyborg-parachain,9685a55711b2e1ec63fdbc6603965e7b3784f8d6,1,0,1,0,0,0,1,0,1,1,0,1,0,4,6,8,2,0,0,0,0,0,0,0,0,OK
new_bls12_hash_function,https://github.com/dishport/Indifferentiable-hashing-to-ordinary-elliptic-curves-of-j-0-with-the-cost-of-one-exponentiation,f1f95be904823c69ce31cd39ae3ae45b25b8c331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
NewOmega,https://github.com/WiktorStarczewski/newomega.polkadot,c0c5ca0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,6,0,0,0,0,0,OK
nftaa,https://github.com/decenzio/nftaa,d64de1633f5e705416abdc1f696c3fc8ca4b761d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
nft_collectibles_wallet,https://github.com/GamePowerNetwork/gamepower-module-library,33a37a7d0b9945a299bb413611b90cc274ef582f,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
nft_explorer,https://github.com/uni-arts-chain/evm-nft-tracker,93a179ae90ea937b5d9fb4219d9d6aec462cf856,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OK
nftstore-network,https://github.com/NFTT-studio/NFTMart-Node,a0b265bfb9cb9006f2fb4b6d6e40314a7092f4c2,1,1,1,1,0,1,1,0,1,0,0,1,1,16,0,29,7,0,0,0,3,25,69,8,0,OK
Nolik,https://github.com/chainify/nolik,da94d55a09ec6c9e4e0be1bf38d88240f1773334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
nulink,https://github.com/NuLink-network/nulink-chain,f33c097135acee6d702139e52d84c4a597246711,0,0,1,0,0,0,1,0,1,0,0,1,0,4,0,6,2,0,0,0,0,0,0,0,0,OK
ocelloids_monitoring_sdk,https://github.com/sodazone/ocelloids,b2030f5b858656211406d6909cfe9eeeb8420b0e,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,80,237,17,0,OK
ocelloids_xcm_monitoring_service,https://github.com/sodazone/xcm-monitoring,910ee7f37cd19e41a3b3f57e82f4dffb10588a94,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,98,155,25,7,OK
offline_elction_tool,https://github.com/antiers-solutions/polkadot-staking-miner,b0335fa9fda4499a3a072036a758037c236aff02,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
offline_election_tool,https://github.com/antiers-solutions/polkadot-staking-miner,b0335fa9fda4499a3a072036a758037c236aff02,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
Omniverse_DLT,https://github.com/Omniverse-Web3-Labs/Omniverse-DLT-Introduction,715067e759198fa0d6f5d52f41bfb71c9fb5bc78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
On_chain_cash_exchange,https://github.com/bsn-si/ocex-smartcontract,59482e1d2885621f82a4298b69244b2d8f724aa9,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,1,0,0,0,0,0,OK
openbrush,https://github.com/727-Ventures/openbrush-contracts,f2f4b36bed1afd771d7d57e364494d27ef2cd0ec,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,196,0,0,0,11,108,4,0,OK
openbrush_follow_up,https://github.com/Supercolony-net/openbrush-contracts,c312380920985e3a8fa30c19e9ae1712bf7c0748,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,191,0,0,0,14,45,4,0,OK
openPayroll,https://github.com/polkadrys/openPayroll,8262e8f1c621f8456b2832cb53248b19fb05ed1b,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,1,0,0,0,0,0,OK
openrollup-mvp-phase,https://github.com/open-rollup/pallet-open-rollup,32d3b98aaa28207f20246de6041bf3317ddd5de8,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,OK
OpenSquare_offchain_voting,https://github.com/opensquare-network/collaboration,3c431cb9b67adaacc1c546e4db48cd737c484be0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,190,263,8,38,OK
OpenSquare_paid_qa,https://github.com/opensquare-network/paid-qa,a0ce438f40f77f1191b3cfa8b242dcfd70d7c724,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,483,595,20,46,OK
p2p_state_channels,https://github.com/peer3to/state-channels-plus,43189afeeb92da7d0586b2441e4540af059ec67f,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,132,18,0,35,65,37,0,OK
pacificstore,https://github.com/vlbos/pacificstore-node,3306236b781a5bc343e80b6b984ebdb806860d90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
pallet_drand_client,https://github.com/random-meat/drand-substrate-client,379df830f4cd05a8e79d729848986df40333952f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
pallet_supersig_decentration,https://github.com/kabocha-network/pallet_supersig,15c8adc06f946082b22a836a640a0fd34de3bb6c,1,1,0,0,0,1,0,0,1,0,0,1,0,2,8,8,1,0,0,0,5,0,0,0,0,OK
pallet-verifier,https://github.com/davidsemakula/pallet-verifier,1d471e7b539daa54ee1988918cada1450d53989c,0,1,0,0,0,1,0,0,0,0,0,0,0,40,95,42,11,0,0,0,0,0,0,0,0,OK
PANIC,https://github.com/SimplyVC/panic,e1254f4727757189b336df821bce01d4312e6fe2,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,481,6614,752,77,OK
parachain_staking,https://github.com/PureStake/moonbeam,5b47c116e0df63b08e3b65590a11ebd6f7189303,1,1,0,0,0,1,1,1,1,1,1,1,1,14,0,28,9,0,101,5,9,170,246,32,0,OK
parallel,https://github.com/parallel-finance/parallel,a626bbb205e5051f2c14602d030426cabefa0093,1,1,1,1,0,1,1,0,1,1,0,1,1,16,0,30,6,0,0,0,1,0,3,0,0,OK
Paraspell-followup,https://github.com/paraspell/sdk,aea02541f7168d7a7f566b7311fcf70f6a977115,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,43,36,2,0,OK
ParaSpell-followup2,https://github.com/paraspell/sdk,83b64081b8591319d5ea6e80bbe4766ba3eb9ac5,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,100,52,52,0,OK
patron,https://github.com/Brushfam/patron-backend,d6bb21b010d4b9abf13c7ee7bce4b3898c3a1fc0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
perun_app_channels,https://github.com/perun-network/perun-polkadot-pallet,54c55acabfe2f5b57a79b4330726cf572453c0f0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,OK
perun_channels,https://github.com/perun-network/perun-polkadot-pallet,344360c3e298cf615f9483a4985dbc9c9d2a8e1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
perun_integration,https://github.com/perun-network/perun-polkadot-pallet,797f59d0b02cffe24d00d288a06b0195c41ffaa1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,OK
php-rpc-lib,https://github.com/gmajor-encrypt/php-scale-codec,f58a10f37180385bff86f9660c6215acfaf1377a,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
php-rpc-lib-follow-up,https://github.com/gmajor-encrypt/php-substrate-api,78a77693d0f03e5eb65ccc18d7b5b2bc77ebbb11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
php-scale-lib,https://github.com/gmajor-encrypt/php-scale-codec,d6c84a1bf523d3e7662e014ee03eb3ab5d4a1c6b,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
php-substrate-api,https://github.com/neha0921/substrate-interface-package,ec0ec58bd4686be7a48ab682a1960400a1b65745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,OK
Plus,https://github.com/Nick-1979/polkadot-Js-Plus-extension,53639f28ba283ef85d101bf0fc40b81b9aa6f6c2,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,463,505,306,0,OK
Plutonication,https://github.com/RostislavLitovkin/Plutonication,964b16f24ffed9de74592b305866371f4f061a76,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,22,34,8,0,OK
pocs,https://github.com/auguth/pocs,097d3b552bff54b2e699201f1050edca38379329,1,1,1,0,0,1,1,1,1,0,0,1,0,11,61,61,4,13,0,2,0,0,56,0,0,OK
polkadex,https://github.com/Polkadex-Substrate/Polkadex,c49b04ea963549dc840500beb8c74179943a01d4,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,OK
polkadot_analytics_platform,https://github.com/mobr-ai/PolkadotAnalytics,dab7898bd92d6b95dddfeefcfe2512d48a711544,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,17,11,OK
polkadot-contract-wizard,https://github.com/protofire/polkadot-contract-wizard,75b2f69b43aff1bad92fa5c32b776e44d80f811f,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,10,0,0,0,464,388,149,0,OK
polkadot_dart,https://github.com/Pocket4D/Polkadot-Dart,493a4ce6ea7aff7b319d20117adba43073b4e138,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,OK
polkadotjs-ecdsa-hardware,https://github.com/gluneau/polkadotjs-ecdsa-hardware,60f96b94821988359b0c3350cb6718b603be95b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
polkadotjs_no_code,https://github.com/ezcodeco/Bubble-Plugin-Polkadot.js,8b0680892557a26c574a0f6f32192d3b0f97d79f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,OK
polkadot-js-plus-nomination-pools,https://github.com/Nick-1979/polkadot-Js-Plus-extension,7d1e4843f224cc2bcd7122796339a5b17c23e96a,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,553,643,358,0,OK
polkadot-js-plus-social-recovery-wallet,https://github.com/Nick-1979/polkadot-Js-Plus-extension,fef84d6ffbd1e427a7df6de81fe89cec0e860920,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,580,701,370,0,OK
Polkadot-Protocol-Conformance-Tests,https://github.com/LimeChain/polkadot-conformance,7c89d26c7221324474f0b7ab8fddeea2ecea440f,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
polkadot-runtime-releaser,https://github.com/hack-ink/polkadot-runtime-releaser,b620f09913829bdb95d6610e1d7a327599b317cb,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
polkadot_tests,https://github.com/Zondax/polkadot-testing,0ae9c28e0a2c0fb1076d723fd3f207d25b914111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
Polkadot_Web_UI,https://github.com/RidOne-technologies/polkadot-angular-identicon,b4745aa650e4da5efd12a6e25e81c8d8b1dc2f4c,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,6,0,OK
PolkaFlow,https://github.com/justmert/eco-flow-frontend,170707defb2e00fbb475a7e338593fd80c343636,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,77,0,0,OK
polkaj_android_support,https://github.com/emeraldpay/polkaj,ce1454eb6578818a731444630363d64eba959f0a,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,224,0,OK
polkakey,https://github.com/w3finance/PolkaKey,7d2bf55bd67b6729d9ed88ef8c962836f9729903,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,31,1,0,OK
polkamask,https://github.com/PolkaGate/polkaMask,37defb1c2cad65942c2e8102ac591ca556c7d127,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74,172,8,0,OK
polkamusic,https://github.com/polkamusic/PolkaMusic-Core,0159178b66375770058e37070f8fc838e88ee8a0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,OK
polkashots,https://github.com/midl-dev/polkadot-snapshot-generator,cb31d53daf2cabcd06f765c6d7642032ad0a05aa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
polkastats,https://github.com/Colm3na/polkastats-backend-v3,c4d524e74fc30c9cf499fcb56517add50934c6c9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,21,1,0,OK
polk-auction,https://github.com/CrommVardek/polk-auction-core,8b7018067b3ac453d3e1408cf3f86c6e9a343011,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,OK
polket_toearnfun,https://github.com/polketio/polket-node,d7f576fb5747a31960dae9aff09debb2622abcb7,1,0,1,1,0,1,1,0,1,0,0,0,0,14,0,25,6,0,0,0,9,0,0,0,0,OK
pontem-network,https://github.com/pontem-network/sp-move,49d6f1d8598aca86bf7e59f309a078cd573fcc0e,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
PRIMIS,https://github.com/Primis-Labs/client,5bd986ea16ecb867a82db8da015555ed5383f89b,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,49,192,4,3,OK
PrivaDEX_aggregator,https://github.com/kapilsinha/privadex,fe9cd0519038c61cd92e0ccd183f2711246cff75,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,9,0,0,0,175,46,88,0,OK
Profond,https://github.com/profondHQ/profond-psp22-contract,c437dba6da656a2ffe7268d57470982e75e3886a,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,13,0,0,0,0,1,0,0,OK
